Time,True_Angle,Measured_Angle,Control_Signal
26.397000000000002,0.7366374468693712,0.6557495647006139,-1.0
26.398,0.734852322941024,0.7266407449869658,-1.0
26.399,0.7330573775250696,0.7158483112326969,-1.0
26.400000000000002,0.7312526116036568,0.7185852325673129,-1.0
26.401,0.7294380261588362,0.7462229278868006,-1.0
26.402,0.7276136221725601,0.7264336206775559,-1.0
26.403000000000002,0.7257794006266826,0.7275404682221356,-1.0
26.404,0.7239353625029596,0.6635172987831975,-1.0
26.405,0.7220815087830491,0.6733771776774201,-1.0
26.406,0.7202178404485106,0.7590200186055637,-1.0
26.407,0.7183443584808055,0.727685459866234,-1.0
26.408,0.7164610638612972,0.8416534541060848,-1.0
26.409,0.7145679575712508,0.6536214584164206,-1.0
26.41,0.7126650405918334,0.6637256201943728,-1.0
26.411,0.710752313904114,0.6886405884641539,-1.0
26.412,0.7088297784890633,0.7390835341501052,-1.0
26.413,0.7068974353275541,0.7193002693145569,-1.0
26.414,0.7049552854003611,0.7161565796747646,-1.0
26.415,0.7030033296881608,0.707626598789035,-1.0
26.416,0.7010415691715317,0.7495975685946101,-1.0
26.417,0.6990700048309543,0.6918068036084918,-1.0
26.418,0.697088637646811,0.6500420374348086,-1.0
26.419,0.695097468599386,0.7634590250205352,-1.0
26.42,0.6930964986688658,0.6511278649891078,-1.0
26.421,0.6910857288353387,0.7005717373591971,-1.0
26.422,0.6890651600787949,0.6727450517914486,-1.0
26.423000000000002,0.6870347933791268,0.6588617084776126,-1.0
26.424,0.6849946297161286,0.5940714199218247,-1.0
26.425,0.6829446700694967,0.6465563485973617,-1.0
26.426000000000002,0.6808849154188295,0.5754642103583714,-1.0
26.427,0.6788153667436273,0.5999668721286526,-1.0
26.428,0.6767360250232927,0.6795299721243503,-1.0
26.429000000000002,0.6746468912371301,0.6775833793016107,-1.0
26.43,0.6725479663643461,0.68779704110823,-1.0
26.431,0.6704392513840494,0.7310724381771766,-1.0
26.432000000000002,0.6683207472752507,0.6189608293882174,-1.0
26.433,0.666192455016863,0.6008749511965856,-1.0
26.434,0.664054375587701,0.6641280933307159,-1.0
26.435000000000002,0.6619065099664819,0.6620992459203159,-1.0
26.436,0.659748859131825,0.5882872058403081,-1.0
26.437,0.6575814240622516,0.7003235058156813,-1.0
